"","X","date","age_group","n.first_dose","n.second_dose","first_dose","second_dose","Poblacion","n.first_dose_perc","n.second_dose_perc","first_dose_perc","second_dose_perc","Country"
"1454",1454,"2021-09-04","60-69",0,0,5234006,5111160,5350604,0,0,0.978208441514266,0.955249164393403,"Spain"
"1455",1455,"2021-09-04","70-79",0,0,3931078,3900157,3984504,0,0,0.98659155568673,0.978831242232408,"Spain"
"1456",1456,"2021-09-04","Mas de 80",0,0,2928797,2889871,2851054,0,0,1,1,"Spain"
"1457",1457,"2021-09-04","Menos de 49",0,0,18007944,15555423,22744226,0,0,0.791758928178079,0.683928439683988,"Spain"
"1458",1458,"2021-09-04","Total",0,0,36696877,33940053,41965591,0,0,0.874451571526778,0.808759085508888,"Spain"
"1459",1459,"2021-09-05","50-59",0,0,6595052,6483442,7035203,0,0,0.937435920470241,0.921571417342186,"Spain"
"1460",1460,"2021-09-05","60-69",0,0,5234006,5111160,5350604,0,0,0.978208441514266,0.955249164393403,"Spain"
"1461",1461,"2021-09-05","70-79",0,0,3931078,3900157,3984504,0,0,0.98659155568673,0.978831242232408,"Spain"
"1462",1462,"2021-09-05","Mas de 80",0,0,2928797,2889871,2851054,0,0,1,1,"Spain"
"1463",1463,"2021-09-05","Menos de 49",0,0,18007944,15555423,22744226,0,0,0.791758928178079,0.683928439683988,"Spain"
"1464",1464,"2021-09-05","Total",0,0,36696877,33940053,41965591,0,0,0.874451571526778,0.808759085508888,"Spain"
"1465",1465,"2021-09-06","50-59",7246,10531,6602298,6493973,7035203,0.00102996317234911,0.00149690065801939,0.93846588364259,0.923068318000206,"Spain"
"1466",1466,"2021-09-06","60-69",3155,6774,5237161,5117934,5350604,0.000589653055991436,0.00126602529359302,0.978798094570258,0.956515189686996,"Spain"
"1467",1467,"2021-09-06","70-79",524,767,3931602,3900924,3984504,0.000131509467677784,0.000192495728452023,0.986723065154408,0.97902373796086,"Spain"
"1468",1468,"2021-09-06","Mas de 80",239,387,2929036,2890258,2851054,8.38286472301121e-05,0.000135739273966751,1,1,"Spain"
"1469",1469,"2021-09-06","Menos de 49",112545,312081,18120489,15867504,22744226,0.00494828885361938,0.0137213286572161,0.796707217031699,0.697649768341205,"Spain"
"1470",1470,"2021-09-06","Total",123709,330540,36820586,34270593,41965591,0.00294786745645975,0.00787645287778742,0.877399438983237,0.816635538386675,"Spain"
"1471",1471,"2021-09-07","50-59",3633,4564,6605931,6498537,7035203,0.000516403009266399,0.000648737499116941,0.938982286651856,0.923717055499322,"Spain"
"1472",1472,"2021-09-07","60-69",1745,3543,5238906,5121477,5350604,0.000326131404977831,0.000662168233717165,0.979124225975236,0.957177357920713,"Spain"
"1473",1473,"2021-09-07","70-79",362,442,3931964,3901366,3984504,9.08519604949575e-05,0.00011092974181981,0.986813917114903,0.97913466770268,"Spain"
"1474",1474,"2021-09-07","Mas de 80",173,286,2929209,2890544,2851054,6.06793136853949e-05,0.000100313778693774,1,1,"Spain"
"1475",1475,"2021-09-07","Menos de 49",63388,139116,18183877,16006620,22744226,0.00278699305924941,0.00611654140263995,0.799494210090948,0.703766309743844,"Spain"
"1476",1476,"2021-09-07","Total",69301,147951,36889887,34418544,41965591,0.00165137671956056,0.00352553119054132,0.879050815702798,0.820161069577216,"Spain"
"1477",1477,"2021-09-08","50-59",14104,23042,6620035,6521579,7035203,0.00200477512873474,0.00327524308822361,0.940987061780591,0.926992298587546,"Spain"
"1478",1478,"2021-09-08","60-69",7353,15906,5246259,5137383,5350604,0.00137423737581776,0.00297274849717901,0.980498463351054,0.960150106417892,"Spain"
"1479",1479,"2021-09-08","70-79",2230,2969,3934194,3904335,3984504,0.000559668154430263,0.000745136659418588,0.987373585269333,0.979879804362099,"Spain"
"1480",1480,"2021-09-08","Mas de 80",3568,4125,2932777,2894669,2851054,0.00125146700132653,0.00144683334654482,1,1,"Spain"
"1481",1481,"2021-09-08","Menos de 49",91129,275159,18275006,16281779,22744226,0.00400668723569666,0.0120979715906798,0.803500897326645,0.715864281334524,"Spain"
"1482",1482,"2021-09-08","Total",118384,321201,37008271,34739745,41965591,0.00282097778630116,0.00765391341682761,0.881871793489099,0.827814982994044,"Spain"
"1483",1483,"2021-09-09","50-59",3088,3991,6623123,6525570,7035203,0.00043893545076098,0.000567289955954363,0.941425997231352,0.9275595885435,"Spain"
"1484",1484,"2021-09-09","60-69",1589,4006,5247848,5141389,5350604,0.000296975818057176,0.000748700520539363,0.980795439169111,0.960898806938432,"Spain"
"1485",1485,"2021-09-09","70-79",312,463,3934506,3904798,3984504,7.83033471669247e-05,0.000116200159417584,0.9874518886165,0.979996004521516,"Spain"
"1486",1486,"2021-09-09","Mas de 80",149,209,2932926,2894878,2851054,5.22613742145887e-05,7.33062228916043e-05,1,1,"Spain"
"1487",1487,"2021-09-09","Menos de 49",54226,155388,18329232,16437167,22744226,0.00238416554601594,0.00683197572869703,0.80588506287266,0.722696257063221,"Spain"
"1488",1488,"2021-09-09","Total",59364,164057,37067635,34903802,41965591,0.00141458748906932,0.0039093218060482,0.883286380978168,0.831724304800092,"Spain"
"1489",1489,"2021-09-10","50-59",3197,4621,6626320,6530191,7035203,0.000454428962462064,0.000656839610740443,0.941880426193814,0.928216428154241,"Spain"
"1490",1490,"2021-09-10","60-69",1598,4079,5249446,5145468,5350604,0.000298657871148753,0.000762343840059926,0.981094097040259,0.961661150778492,"Spain"
"1491",1491,"2021-09-10","70-79",414,638,3934920,3905436,3984504,0.000103902518356112,0.000160120306065699,0.987555791134856,0.980156124827582,"Spain"
"1492",1492,"2021-09-10","Mas de 80",167,242,2933093,2895120,2851054,5.85748288176934e-05,8.48808896639629e-05,1,1,"Spain"
"1493",1493,"2021-09-10","Menos de 49",53733,156929,18382965,16594096,22744226,0.00236248971497205,0.00689972918841028,0.808247552587633,0.729595986251631,"Spain"
"1494",1494,"2021-09-10","Total",59109,166509,37126744,35070311,41965591,0.00140851108232933,0.00396775062693624,0.884694892060498,0.835692055427028,"Spain"
"1495",1495,"2021-09-11","50-59",0,0,6626320,6530191,7035203,0,0,0.941880426193814,0.928216428154241,"Spain"
"1496",1496,"2021-09-11","60-69",0,0,5249446,5145468,5350604,0,0,0.981094097040259,0.961661150778492,"Spain"
"1497",1497,"2021-09-11","70-79",0,0,3934920,3905436,3984504,0,0,0.987555791134856,0.980156124827582,"Spain"
"1498",1498,"2021-09-11","Mas de 80",0,0,2933093,2895120,2851054,0,0,1,1,"Spain"
"1499",1499,"2021-09-11","Menos de 49",0,0,18382965,16594096,22744226,0,0,0.808247552587633,0.729595986251631,"Spain"
"1500",1500,"2021-09-11","Total",0,0,37126744,35070311,41965591,0,0,0.884694892060498,0.835692055427028,"Spain"
"1501",1501,"2021-09-12","50-59",0,0,6626320,6530191,7035203,0,0,0.941880426193814,0.928216428154241,"Spain"
"1502",1502,"2021-09-12","60-69",0,0,5249446,5145468,5350604,0,0,0.981094097040259,0.961661150778492,"Spain"
"1503",1503,"2021-09-12","70-79",0,0,3934920,3905436,3984504,0,0,0.987555791134856,0.980156124827582,"Spain"
"1504",1504,"2021-09-12","Mas de 80",0,0,2933093,2895120,2851054,0,0,1,1,"Spain"
"1505",1505,"2021-09-12","Menos de 49",0,0,18382965,16594096,22744226,0,0,0.808247552587633,0.729595986251631,"Spain"
"1506",1506,"2021-09-12","Total",0,0,37126744,35070311,41965591,0,0,0.884694892060498,0.835692055427028,"Spain"
"1507",1507,"2021-09-13","50-59",5768,7167,6632088,6537358,7035203,0.000819876839374784,0.00101873392992356,0.942700303033189,0.929235162084164,"Spain"
"1508",1508,"2021-09-13","60-69",3850,6469,5253296,5151937,5350604,0.000719544933618709,0.00120902238326738,0.981813641973878,0.962870173161759,"Spain"
"1509",1509,"2021-09-13","70-79",1187,184,3936107,3905620,3984504,0.000297904080407499,4.61788970471607e-05,0.987853695215264,0.980202303724629,"Spain"
"1510",1510,"2021-09-13","Mas de 80",637,1200,2933730,2896320,2851054,0.000223426143454315,0.000420896973540312,1,1,"Spain"
"1511",1511,"2021-09-13","Menos de 49",78321,215053,18461286,16809149,22744226,0.00344355530058486,0.0094552788914426,0.811691107888217,0.739051265143074,"Spain"
"1512",1512,"2021-09-13","Total",89763,230073,37216507,35300384,41965591,0.00213896665961406,0.00548242010937008,0.886833858720112,0.841174475536398,"Spain"
"1513",1513,"2021-09-14","50-59",1508,2002,6633596,6539360,7035203,0.000214350602249857,0.000284568902986879,0.942914653635439,0.929519730987151,"Spain"
"1514",1514,"2021-09-14","60-69",813,2172,5254109,5154109,5350604,0.000151945462605717,0.000405935479433724,0.981965587436484,0.963276108641193,"Spain"
"1515",1515,"2021-09-14","70-79",199,416,3936306,3906036,3984504,4.99434810455705e-05,0.000104404462889233,0.987903638696309,0.980306708187518,"Spain"
"1516",1516,"2021-09-14","Mas de 80",100,248,2933830,2896568,2851054,3.5074747795026e-05,8.69853745316644e-05,1,1,"Spain"
"1517",1517,"2021-09-14","Menos de 49",24093,107856,18485379,16917005,22744226,0.00105930182016306,0.00474212663908633,0.812750409708381,0.74379339178216,"Spain"
"1518",1518,"2021-09-14","Total",26713,112694,37243220,35413078,41965591,0.000636545306844362,0.00268539051433828,0.887470404026956,0.843859866050737,"Spain"
"1519",1519,"2021-09-15","50-59",3376,4342,6636972,6543702,7035203,0.000479872435806046,0.000617181906478036,0.943394526071245,0.930136912893629,"Spain"
"1520",1520,"2021-09-15","60-69",1842,3730,5255951,5157839,5350604,0.000344260199409263,0.00069711755906436,0.982309847635893,0.963973226200257,"Spain"
"1521",1521,"2021-09-15","70-79",275,346,3936581,3906382,3984504,6.90173733041804e-05,8.6836404229987e-05,0.987972656069614,0.980393544591748,"Spain"
"1522",1522,"2021-09-15","Mas de 80",22,20,2933852,2896588,2851054,7.71644451490572e-06,7.0149495590052e-06,1,1,"Spain"
"1523",1523,"2021-09-15","Menos de 49",54467,150145,18539846,17067150,22744226,0.00239476164192178,0.00660145568374145,0.815145171350302,0.750394847465902,"Spain"
"1524",1524,"2021-09-15","Total",59982,158583,37303202,35571661,41965591,0.00142931383952153,0.00377888160802978,0.888899717866478,0.847638747658766,"Spain"
"1525",1525,"2021-09-16","50-59",2235,3602,6639207,6547304,7035203,0.00031768806102681,0.000511996597681687,0.943712214132272,0.930648909491311,"Spain"
"1526",1526,"2021-09-16","60-69",1205,2851,5257156,5160690,5350604,0.000225208219483258,0.000532837040453751,0.982535055855376,0.964506063240711,"Spain"
"1527",1527,"2021-09-16","70-79",317,469,3936898,3906851,3984504,7.95582084997279e-05,0.000117705993016948,0.988052214278113,0.980511250584765,"Spain"
"1528",1528,"2021-09-16","Mas de 80",159,242,2934011,2896830,2851054,5.57688489940913e-05,8.48808896639629e-05,1,1,"Spain"
"1529",1529,"2021-09-16","Menos de 49",34337,109616,18574183,17176766,22744226,0.00150970184696547,0.00481950891624098,0.816654873197268,0.755214356382143,"Spain"
"1530",1530,"2021-09-16","Total",38253,116780,37341455,35688441,41965591,0.00091153249813639,0.00278275599645433,0.889811250364614,0.850421503655221,"Spain"
"1531",1531,"2021-09-17","50-59",2648,1991,6641855,6549295,7035203,0.000376392834719908,0.000283005337585852,0.944088606966992,0.930931914828897,"Spain"
"1532",1532,"2021-09-17","60-69",1483,2534,5258639,5163224,5350604,0.000277164970534168,0.000473591392672678,0.98281222082591,0.964979654633383,"Spain"
"1533",1533,"2021-09-17","70-79",366,656,3937264,3907507,3984504,9.18558495612001e-05,0.00016463780686379,0.988144070127675,0.980675888391629,"Spain"
"1534",1534,"2021-09-17","Mas de 80",212,268,2934223,2897098,2851054,7.43584653254551e-05,9.40003240906696e-05,1,1,"Spain"
"1535",1535,"2021-09-17","Menos de 49",39594,90853,18613777,17267619,22744226,0.00174083743276206,0.00399455228768831,0.81839571063003,0.759208908669831,"Spain"
"1536",1536,"2021-09-17","Total",44303,96302,37385758,35784743,41965591,0.00105569822667337,0.0022947847916642,0.890866948591288,0.852716288446885,"Spain"
"1537",1537,"2021-09-18","50-59",0,0,6641855,6549295,7035203,0,0,0.944088606966992,0.930931914828897,"Spain"
"1538",1538,"2021-09-18","60-69",0,0,5258639,5163224,5350604,0,0,0.98281222082591,0.964979654633383,"Spain"
"1539",1539,"2021-09-18","70-79",0,0,3937264,3907507,3984504,0,0,0.988144070127675,0.980675888391629,"Spain"
"1540",1540,"2021-09-18","Mas de 80",0,0,2934223,2897098,2851054,0,0,1,1,"Spain"
"1541",1541,"2021-09-18","Menos de 49",0,0,18613777,17267619,22744226,0,0,0.81839571063003,0.759208908669831,"Spain"
"1542",1542,"2021-09-18","Total",0,0,37385758,35784743,41965591,0,0,0.890866948591288,0.852716288446885,"Spain"
"1543",1543,"2021-09-19","50-59",0,0,6641855,6549295,7035203,0,0,0.944088606966992,0.930931914828897,"Spain"
"1544",1544,"2021-09-19","60-69",0,0,5258639,5163224,5350604,0,0,0.98281222082591,0.964979654633383,"Spain"
"1545",1545,"2021-09-19","70-79",0,0,3937264,3907507,3984504,0,0,0.988144070127675,0.980675888391629,"Spain"
"1546",1546,"2021-09-19","Mas de 80",0,0,2934223,2897098,2851054,0,0,1,1,"Spain"
"1547",1547,"2021-09-19","Menos de 49",0,0,18613777,17267619,22744226,0,0,0.81839571063003,0.759208908669831,"Spain"
"1548",1548,"2021-09-19","Total",0,0,37385758,35784743,41965591,0,0,0.890866948591288,0.852716288446885,"Spain"
"1549",1549,"2021-09-20","50-59",3292,7683,6645147,6556978,7035203,0.000467932481834568,0.00109207936146263,0.944556539448826,0.93202399419036,"Spain"
"1550",1550,"2021-09-20","60-69",1875,5023,5260514,5168247,5350604,0.000350427727411709,0.000938772519887474,0.983162648553322,0.965918427153271,"Spain"
"1551",1551,"2021-09-20","70-79",494,1019,3937758,3908526,3984504,0.000123980299680964,0.000255740739625308,0.988268050427356,0.980931629131255,"Spain"
"1552",1552,"2021-09-20","Mas de 80",243,744,2934466,2897842,2851054,8.52316371419131e-05,0.000260956123594993,1,1,"Spain"
"1553",1553,"2021-09-20","Menos de 49",60867,206334,18674644,17473953,22744226,0.00267615174066596,0.00907192884910658,0.821071862370696,0.768280837518938,"Spain"
"1554",1554,"2021-09-20","Total",66771,220803,37452529,36005546,41965591,0.00159108923308145,0.00526152485258697,0.892458037824369,0.857977813299472,"Spain"
"1555",1555,"2021-09-21","50-59",1123,2048,6646270,6559026,7035203,0.000159625813213919,0.000291107449209355,0.94471616526204,0.932315101639569,"Spain"
"1556",1556,"2021-09-21","60-69",569,1707,5261083,5169954,5350604,0.000106343134345207,0.00031902940303562,0.983268991687667,0.966237456556307,"Spain"
"1557",1557,"2021-09-21","70-79",160,305,3937918,3908831,3984504,4.0155562649705e-05,7.65465413010001e-05,0.988308205990005,0.981008175672555,"Spain"
"1558",1558,"2021-09-21","Mas de 80",63,136,2934529,2897978,2851054,2.20970911108664e-05,4.77016570012353e-05,1,1,"Spain"
"1559",1559,"2021-09-21","Menos de 49",17711,76612,18692355,17550565,22744226,0.000778703131071596,0.00336841535077958,0.821850565501767,0.771649252869717,"Spain"
"1560",1560,"2021-09-21","Total",19626,80808,37472155,36086354,41965591,0.000467668857564761,0.00192557755233329,0.892925706681934,0.859903390851805,"Spain"
"1561",1561,"2021-09-22","50-59",2196,2934,6648466,6561960,7035203,0.000312144510968624,0.000417045535146605,0.945028309773009,0.932732147174716,"Spain"
"1562",1562,"2021-09-22","60-69",1223,3329,5262306,5173283,5350604,0.000228572325666411,0.000622172749095242,0.983497564013334,0.966859629305402,"Spain"
"1563",1563,"2021-09-22","70-79",348,552,3938266,3909383,3984504,8.73383487631083e-05,0.000138536691141482,0.988395544338768,0.981146712363697,"Spain"
"1564",1564,"2021-09-22","Mas de 80",189,297,2934718,2898275,2851054,6.62912733325991e-05,0.000104172000951227,1,1,"Spain"
"1565",1565,"2021-09-22","Menos de 49",32547,91211,18724902,17641776,22744226,0.00143100055372295,0.00401029254633682,0.82328156605549,0.775659545416054,"Spain"
"1566",1566,"2021-09-22","Total",36503,98323,37508658,36184677,41965591,0.000869831667567841,0.00234294329370936,0.893795538349502,0.862246334145515,"Spain"
"1567",1567,"2021-09-23","50-59",1779,2463,6650245,6564423,7035203,0.00025287116803879,0.000350096507520821,0.945281180941048,0.933082243682236,"Spain"
"1568",1568,"2021-09-23","60-69",891,2005,5263197,5175288,5350604,0.000166523256066044,0.000374724049845588,0.9836640872694,0.967234353355247,"Spain"
"1569",1569,"2021-09-23","70-79",262,408,3938528,3909791,3984504,6.57547338388919e-05,0.000102396684756748,0.988461299072607,0.981249109048454,"Spain"
"1570",1570,"2021-09-23","Mas de 80",162,252,2934880,2898527,2851054,5.68210914279421e-05,8.83883644434655e-05,1,1,"Spain"
"1571",1571,"2021-09-23","Menos de 49",26571,69300,18751473,17711076,22744226,0.00116825254902057,0.00304692716296435,0.824449818604511,0.778706472579018,"Spain"
"1572",1572,"2021-09-23","Total",29665,74428,37538323,36259105,41965591,0.000706888650751993,0.00177354823860338,0.894502427000254,0.864019882384118,"Spain"
"1573",1573,"2021-09-24","50-59",1864,2541,6652109,6566964,7035203,0.000264953264319452,0.000361183607637193,0.945546134205367,0.933443427289874,"Spain"
"1574",1574,"2021-09-24","60-69",1088,3265,5264285,5178553,5350604,0.000203341529292768,0.000610211482666256,0.983867428798693,0.967844564837914,"Spain"
"1575",1575,"2021-09-24","70-79",271,535,3938799,3910326,3984504,6.80134842379378e-05,0.000134270162609951,0.988529312556845,0.981383379211064,"Spain"
"1576",1576,"2021-09-24","Mas de 80",177,325,2935057,2898852,2851054,6.2082303597196e-05,0.000113992930333834,1,1,"Spain"
"1577",1577,"2021-09-24","Menos de 49",29463,69940,18780936,17781016,22744226,0.0012954056998906,0.00307506617283877,0.825745224304401,0.781781538751857,"Spain"
"1578",1578,"2021-09-24","Total",32863,76606,37571186,36335711,41965591,0.000783093939985261,0.0018254479008767,0.895285520940239,0.865845330284995,"Spain"
"1579",1579,"2021-09-25","50-59",0,0,6652109,6566964,7035203,0,0,0.945546134205367,0.933443427289874,"Spain"
"1580",1580,"2021-09-25","60-69",0,0,5264285,5178553,5350604,0,0,0.983867428798693,0.967844564837914,"Spain"
"1581",1581,"2021-09-25","70-79",0,0,3938799,3910326,3984504,0,0,0.988529312556845,0.981383379211064,"Spain"
"1582",1582,"2021-09-25","Mas de 80",0,0,2935057,2898852,2851054,0,0,1,1,"Spain"
"1583",1583,"2021-09-25","Menos de 49",0,0,18780936,17781016,22744226,0,0,0.825745224304401,0.781781538751857,"Spain"
"1584",1584,"2021-09-25","Total",0,0,37571186,36335711,41965591,0,0,0.895285520940239,0.865845330284995,"Spain"
"1585",1585,"2021-09-26","50-59",0,0,6652109,6566964,7035203,0,0,0.945546134205367,0.933443427289874,"Spain"
"1586",1586,"2021-09-26","60-69",0,0,5264285,5178553,5350604,0,0,0.983867428798693,0.967844564837914,"Spain"
"1587",1587,"2021-09-26","70-79",0,0,3938799,3910326,3984504,0,0,0.988529312556845,0.981383379211064,"Spain"
"1588",1588,"2021-09-26","Mas de 80",0,0,2935057,2898852,2851054,0,0,1,1,"Spain"
"1589",1589,"2021-09-26","Menos de 49",0,0,18780936,17781016,22744226,0,0,0.825745224304401,0.781781538751857,"Spain"
"1590",1590,"2021-09-26","Total",0,0,37571186,36335711,41965591,0,0,0.895285520940239,0.865845330284995,"Spain"
"1591",1591,"2021-09-27","50-59",2437,4515,6654546,6571479,7035203,0.00034640080748203,0.000641772525966912,0.945892535012849,0.93408519981584,"Spain"
"1592",1592,"2021-09-27","60-69",1270,3064,5265555,5181617,5350604,0.000237356380700198,0.000572645630287721,0.984104785179393,0.968417210468201,"Spain"
"1593",1593,"2021-09-27","70-79",362,494,3939161,3910820,3984504,9.08519604949575e-05,0.000123980299680964,0.98862016451734,0.981507359510745,"Spain"
"1594",1594,"2021-09-27","Mas de 80",196,258,2935253,2899110,2851054,6.87465056782509e-05,9.0492849311167e-05,1,1,"Spain"
"1595",1595,"2021-09-27","Menos de 49",36918,103522,18817854,17884538,22744226,0.00162318119772464,0.00455157278159301,0.827368405502126,0.78633311153345,"Spain"
"1596",1596,"2021-09-27","Total",41183,111853,37612369,36447564,41965591,0.00098135160303116,0.00266535028661934,0.89626687254327,0.868510680571614,"Spain"
"1597",1597,"2021-09-28","50-59",1167,1533,6655713,6573012,7035203,0.000165880074818026,0.000217904159979463,0.946058415087667,0.93430310397582,"Spain"
"1598",1598,"2021-09-28","60-69",641,1387,5266196,5183004,5350604,0.000119799559077816,0.000259223070890688,0.984224584738471,0.968676433539092,"Spain"
"1599",1599,"2021-09-28","70-79",169,297,3939330,3911117,3984504,4.24143130487509e-05,7.45387631685148e-05,0.988662578830389,0.981581898273913,"Spain"
"1600",1600,"2021-09-28","Mas de 80",85,159,2935338,2899269,2851054,2.98135356257721e-05,5.57688489940913e-05,1,1,"Spain"
"1601",1601,"2021-09-28","Menos de 49",17627,50859,18835481,17935397,22744226,0.000775009886025579,0.00223612797375475,0.828143415388152,0.788569239507205,"Spain"
"1602",1602,"2021-09-28","Total",19689,54235,37632058,36501799,41965591,0.000469170087465228,0.00129236831193441,0.896736042630735,0.869803048883548,"Spain"
"1603",1603,"2021-09-29","50-59",1497,1977,6657210,6574989,7035203,0.00021278703684883,0.000281015345257273,0.946271202124516,0.934584119321077,"Spain"
"1604",1604,"2021-09-29","60-69",828,2065,5267024,5185069,5350604,0.000154748884425011,0.000385937737122762,0.984379333622896,0.969062371276215,"Spain"
"1605",1605,"2021-09-29","70-79",198,516,3939528,3911633,3984504,4.96925087790099e-05,0.000129501689545298,0.988712271339168,0.981711399963458,"Spain"
"1606",1606,"2021-09-29","Mas de 80",181,275,2935519,2899544,2851054,6.3485293508997e-05,9.64555564363214e-05,1,1,"Spain"
"1607",1607,"2021-09-29","Menos de 49",22970,60121,18858451,17995518,22744226,0.00100992665127404,0.00264335220728109,0.829153342039426,0.791212591714486,"Spain"
"1608",1608,"2021-09-29","Total",25674,64954,37657732,36566753,41965591,0.000611786928009664,0.00154779185642828,0.897347829558745,0.871350840739977,"Spain"
"1609",1609,"2021-09-30","50-59",1395,1699,6658605,6576688,7035203,0.000198288521312036,0.00024149978330405,0.946469490645828,0.934825619104381,"Spain"
"1610",1610,"2021-09-30","60-69",768,1341,5267792,5186410,5350604,0.000143535197147836,0.000250625910644854,0.984522868820043,0.96931299718686,"Spain"
"1611",1611,"2021-09-30","70-79",232,259,3939760,3911892,3984504,5.82255658420722e-05,6.50018170392099e-05,0.98877049690501,0.981776401780498,"Spain"
"1612",1612,"2021-09-30","Mas de 80",143,117,2935662,2899661,2851054,5.01568893468871e-05,4.10374549201804e-05,1,1,"Spain"
"1613",1613,"2021-09-30","Menos de 49",19815,43406,18878266,18038924,22744226,0.000871210126033746,0.00190844041032656,0.830024552165459,0.793121032124813,"Spain"
"1614",1614,"2021-09-30","Total",22353,46822,37680085,36613575,41965591,0.000532650666113579,0.00111572359364604,0.897880480224859,0.872466564333623,"Spain"
"1615",1615,"2021-10-01","50-59",1472,1928,6660077,6578616,7035203,0.000209233479119224,0.000274050372107244,0.946678724124947,0.935099669476488,"Spain"
"1616",1616,"2021-10-01","60-69",781,1827,5268573,5188237,5350604,0.000145964829391224,0.000341456777589969,0.984668833649435,0.96965445396445,"Spain"
"1617",1617,"2021-10-01","70-79",266,463,3940026,3912355,3984504,6.67586229051345e-05,0.000116200159417584,0.988837255527915,0.981892601939915,"Spain"
"1618",1618,"2021-10-01","Mas de 80",164,269,2935826,2899930,2851054,5.75225863838426e-05,9.43510715686199e-05,1,1,"Spain"
"1619",1619,"2021-10-01","Menos de 49",19616,49076,18897882,18088000,22744226,0.000862460652650919,0.00215773445093273,0.83088701281811,0.795278766575745,"Spain"
"1620",1620,"2021-10-01","Total",22299,53563,37702384,36667138,41965591,0.000531363897627463,0.00127635519299609,0.898411844122486,0.873742919526619,"Spain"
"1621",1621,"2021-10-02","50-59",0,0,6660077,6578616,7035203,0,0,0.946678724124947,0.935099669476488,"Spain"
"1622",1622,"2021-10-02","60-69",0,0,5268573,5188237,5350604,0,0,0.984668833649435,0.96965445396445,"Spain"
"1623",1623,"2021-10-02","70-79",0,0,3940026,3912355,3984504,0,0,0.988837255527915,0.981892601939915,"Spain"
"1624",1624,"2021-10-02","Mas de 80",0,0,2935826,2899930,2851054,0,0,1,1,"Spain"
"1625",1625,"2021-10-02","Menos de 49",0,0,18897882,18088000,22744226,0,0,0.83088701281811,0.795278766575745,"Spain"
"1626",1626,"2021-10-02","Total",0,0,37702384,36667138,41965591,0,0,0.898411844122486,0.873742919526619,"Spain"
"1627",1627,"2021-10-03","50-59",0,0,6660077,6578616,7035203,0,0,0.946678724124947,0.935099669476488,"Spain"
"1628",1628,"2021-10-03","60-69",0,0,5268573,5188237,5350604,0,0,0.984668833649435,0.96965445396445,"Spain"
"1629",1629,"2021-10-03","70-79",0,0,3940026,3912355,3984504,0,0,0.988837255527915,0.981892601939915,"Spain"
"1630",1630,"2021-10-03","Mas de 80",0,0,2935826,2899930,2851054,0,0,1,1,"Spain"
"1631",1631,"2021-10-03","Menos de 49",0,0,18897882,18088000,22744226,0,0,0.83088701281811,0.795278766575745,"Spain"
"1632",1632,"2021-10-03","Total",0,0,37702384,36667138,41965591,0,0,0.898411844122486,0.873742919526619,"Spain"
"1633",1633,"2021-10-04","50-59",1621,3506,6661698,6582122,7035203,0.000230412683187678,0.000498350935999999,0.946909136808135,0.935598020412488,"Spain"
"1634",1634,"2021-10-04","60-69",800,2626,5269373,5190863,5350604,0.000149515830362329,0.000490785713164346,0.984818349479797,0.970145239677614,"Spain"
"1635",1635,"2021-10-04","70-79",230,562,3940256,3912917,3984504,5.77236213089509e-05,0.000141046413807089,0.988894979149224,0.982033648353722,"Spain"
"1636",1636,"2021-10-04","Mas de 80",152,322,2935978,2900252,2851054,5.33136166484395e-05,0.000112940687899984,1,1,"Spain"
"1637",1637,"2021-10-04","Menos de 49",22570,71811,18920452,18159811,22744226,0.000992339770102531,0.00315732880951851,0.831879352588213,0.798436095385264,"Spain"
"1638",1638,"2021-10-04","Total",25373,78827,37727757,36745965,41965591,0.000604614385151874,0.00187837221212969,0.899016458507638,0.875621291738749,"Spain"
"1639",1639,"2021-10-05","50-59",847,1178,6662545,6583300,7035203,0.000120394535879064,0.000167443640219053,0.947029531344014,0.935765464052708,"Spain"
"1640",1640,"2021-10-05","60-69",401,1090,5269774,5191953,5350604,7.49448099691175e-05,0.000203715318868674,0.984893294289766,0.970348954996483,"Spain"
"1641",1641,"2021-10-05","70-79",123,240,3940379,3913157,3984504,3.08695887869607e-05,6.02333439745574e-05,0.988925848738011,0.982093881697697,"Spain"
"1642",1642,"2021-10-05","Mas de 80",112,181,2936090,2900433,2851054,3.92837175304291e-05,6.3485293508997e-05,1,1,"Spain"
"1643",1643,"2021-10-05","Menos de 49",12174,23026,18932626,18182837,22744226,0.000535256728454949,0.00101238881463805,0.832414609316668,0.799448484199902,"Spain"
"1644",1644,"2021-10-05","Total",13657,25715,37741414,36771680,41965591,0.000325433281756952,0.00061276391889727,0.899341891789395,0.876234055657646,"Spain"
"1645",1645,"2021-10-06","50-59",902,1390,6663447,6584690,7035203,0.000128212362884198,0.000197577809766115,0.947157743706898,0.935963041862474,"Spain"
"1646",1646,"2021-10-06","60-69",482,1307,5270256,5193260,5350604,9.00832877933033e-05,0.000244271487854455,0.984983377577559,0.970593226484337,"Spain"
"1647",1647,"2021-10-06","70-79",175,395,3940554,3913552,3984504,4.39201466481148e-05,9.91340452914591e-05,0.988969768884659,0.982193015742988,"Spain"
"1648",1648,"2021-10-06","Mas de 80",135,280,2936225,2900713,2851054,4.73509095232851e-05,9.82092938260727e-05,1,1,"Spain"
